name,html_url,description,language,stars,forks,created_at,updated_at
opencode,https://github.com/sst/opencode,The open source coding agent.,TypeScript,39752,3362,2025-04-30T20:08:00Z,2025-12-17T16:50:03Z
bert,https://github.com/google-research/bert,TensorFlow code and pre-trained models for BERT,Python,39744,9708,2018-10-25T22:57:34Z,2025-12-17T15:25:54Z
php-src,https://github.com/php/php-src,The PHP Interpreter,C,39716,7973,2011-06-16T01:52:25Z,2025-12-17T16:05:12Z
daisyui,https://github.com/saadeghi/daisyui,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",Svelte,39653,1591,2020-11-28T22:57:27Z,2025-12-17T16:44:42Z
ghostty,https://github.com/ghostty-org/ghostty,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.",Zig,39634,1314,2022-03-29T17:38:26Z,2025-12-17T16:46:19Z
esbuild,https://github.com/evanw/esbuild,An extremely fast bundler for the web,Go,39564,1266,2016-06-14T16:08:50Z,2025-12-17T15:43:20Z
TrendRadar,https://github.com/sansan0/TrendRadar,🎯 告别信息过载，AI 助你看懂新闻资讯热点，简单的舆情监控分析 - 多平台热点聚合+基于 MCP 的AI分析工具。监控35个平台（抖音、知乎、B站、华尔街见闻、财联社等），智能筛选+自动推送+AI对话分析（用自然语言深度挖掘新闻：趋势追踪、情感分析、相似检索等13种工具）。支持企业微信/个人微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 推送，1分钟手机通知，无需编程。支持Docker部署，支持数据远程云存储⭐ 让算法为你服务，用AI理解热点,Python,39518,20638,2025-04-28T11:42:16Z,2025-12-17T16:26:11Z
aria2,https://github.com/aria2/aria2,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.",C++,39509,3792,2010-11-27T09:41:48Z,2025-12-17T09:45:45Z
context7,https://github.com/upstash/context7,Context7 MCP Server -- Up-to-date code documentation for LLMs and AI code editors,TypeScript,39492,1960,2025-03-26T23:40:39Z,2025-12-17T16:08:39Z
tidb,https://github.com/pingcap/tidb,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",Go,39478,6075,2015-09-06T04:01:52Z,2025-12-17T16:43:07Z
payload,https://github.com/payloadcms/payload,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications.",TypeScript,39427,3183,2021-01-05T18:49:45Z,2025-12-17T15:14:30Z
vim,https://github.com/vim/vim,The official Vim repository,Vim Script,39417,5890,2015-08-18T21:03:56Z,2025-12-17T16:34:25Z
Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,Python,39385,7336,2016-10-14T11:49:48Z,2025-12-17T01:28:45Z
video.js,https://github.com/videojs/video.js,Video.js - open source HTML5 video player,JavaScript,39376,7522,2010-05-14T18:45:10Z,2025-12-17T15:18:10Z
hyperswitch,https://github.com/juspay/hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",Rust,39325,4557,2022-10-17T11:18:28Z,2025-12-17T16:54:14Z
FastChat,https://github.com/lm-sys/FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",Python,39317,4782,2023-03-19T00:18:02Z,2025-12-17T13:29:28Z
bruno,https://github.com/usebruno/bruno,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia),JavaScript,39316,2012,2022-09-27T20:51:45Z,2025-12-17T16:46:58Z
cal.com,https://github.com/calcom/cal.com,Scheduling infrastructure for absolutely everyone.,TypeScript,39307,11308,2021-03-22T13:47:42Z,2025-12-17T16:30:42Z
gorm,https://github.com/go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly",Go,39263,4123,2013-10-25T08:31:38Z,2025-12-17T15:22:44Z
copyparty,https://github.com/9001/copyparty,"Portable file server with accelerated resumable uploads, dedup, WebDAV, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file, no deps",Python,39217,1612,2019-05-26T15:28:33Z,2025-12-17T16:38:58Z
materialize,https://github.com/Dogfalo/materialize,"Materialize, a CSS Framework based on Material Design",JavaScript,39154,4684,2014-09-12T19:35:38Z,2025-12-17T15:17:03Z
trpc,https://github.com/trpc/trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,TypeScript,39143,1453,2020-07-18T01:17:11Z,2025-12-17T14:54:54Z
aider,https://github.com/Aider-AI/aider,aider is AI pair programming in your terminal,Python,39015,3740,2023-05-09T18:57:49Z,2025-12-17T14:50:52Z
data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,This is a repo with links to everything you'd ever want to learn about data engineering,Jupyter Notebook,39006,7482,2023-11-19T19:47:41Z,2025-12-17T16:50:12Z
photoprism,https://github.com/photoprism/photoprism,AI-Powered Photos App for the Decentralized Web 🌈💎✨,Go,38945,2178,2018-01-27T12:00:15Z,2025-12-17T16:10:18Z
system-design,https://github.com/karanpratapsingh/system-design,Learn how to design systems at scale and prepare for system design interviews,,38902,4845,2022-08-15T18:59:54Z,2025-12-17T15:07:31Z
HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,,,38897,3745,2019-06-23T00:49:35Z,2025-12-17T15:02:23Z
bark,https://github.com/suno-ai/bark,🔊 Text-Prompted Generative Audio Model,Jupyter Notebook,38836,4675,2023-04-07T19:34:48Z,2025-12-17T14:58:12Z
free,https://github.com/freefq/free,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子,,38826,5682,2020-06-07T02:48:33Z,2025-12-17T14:51:53Z
nanochat,https://github.com/karpathy/nanochat,The best ChatGPT that $100 can buy.,Python,38805,4889,2025-10-13T13:46:35Z,2025-12-17T16:48:05Z
fiber,https://github.com/gofiber/fiber,⚡️ Express inspired web framework written in Go,Go,38754,1924,2020-01-16T03:59:20Z,2025-12-17T16:40:22Z
styleguide,https://github.com/google/styleguide,Style guides for Google-originated open-source projects,HTML,38751,13000,2015-05-20T19:18:59Z,2025-12-17T16:22:06Z
phaser,https://github.com/phaserjs/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",JavaScript,38720,7129,2013-04-12T12:27:51Z,2025-12-17T12:51:49Z
quivr,https://github.com/QuivrHQ/quivr,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. ",Python,38687,3694,2023-05-12T23:53:30Z,2025-12-17T16:50:51Z
appsmith,https://github.com/appsmithorg/appsmith,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",TypeScript,38663,4399,2020-06-30T04:07:36Z,2025-12-17T15:19:37Z
shellcheck,https://github.com/koalaman/shellcheck,"ShellCheck, a static analysis tool for shell scripts",Haskell,38658,1893,2012-11-17T03:15:11Z,2025-12-17T15:05:42Z
Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,The best design tools and plugins for everything 👉,JavaScript,38632,2174,2019-02-12T13:55:30Z,2025-12-17T16:50:16Z
leveldb,https://github.com/google/leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,C++,38559,8120,2014-08-27T21:17:52Z,2025-12-17T14:47:53Z
impress.js,https://github.com/impress/impress.js,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,JavaScript,38507,6625,2011-12-28T22:23:19Z,2025-12-17T12:36:23Z
faiss,https://github.com/facebookresearch/faiss,A library for efficient similarity search and clustering of dense vectors.,C++,38457,4152,2017-02-07T16:07:05Z,2025-12-17T16:17:42Z
desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,JavaScript,38441,1204,2024-03-28T00:05:55Z,2025-12-17T16:29:11Z
ChatTTS,https://github.com/2noise/ChatTTS,A generative speech model for daily dialogue.,Python,38348,4162,2024-05-27T18:26:49Z,2025-12-17T12:14:14Z
novu,https://github.com/novuhq/novu,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations.",TypeScript,38303,4182,2021-08-26T15:22:44Z,2025-12-17T15:38:25Z
preact,https://github.com/preactjs/preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,JavaScript,38218,2026,2015-09-11T02:40:18Z,2025-12-17T15:12:15Z
MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",Java,38174,9058,2014-04-25T14:29:47Z,2025-12-17T14:11:48Z
devdocs,https://github.com/freeCodeCamp/devdocs,API Documentation Browser,Ruby,38106,2531,2013-10-24T18:16:07Z,2025-12-17T16:49:27Z
python-cheatsheet,https://github.com/gto76/python-cheatsheet,Comprehensive Python Cheatsheet,Python,38033,6688,2018-01-25T04:16:53Z,2025-12-17T13:02:03Z
daytona,https://github.com/daytonaio/daytona,Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code,TypeScript,37988,2809,2024-02-06T08:21:20Z,2025-12-17T16:51:26Z
puter,https://github.com/HeyPuter/puter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",JavaScript,37982,3300,2024-03-03T01:44:32Z,2025-12-17T16:39:08Z
mindsdb,https://github.com/mindsdb/mindsdb,Federated query engine for AI - The only MCP Server you'll ever need,Python,37963,6060,2018-08-02T17:56:45Z,2025-12-17T16:48:00Z
chatbox,https://github.com/chatboxai/chatbox,Powerful AI Client,TypeScript,37790,3827,2023-03-06T12:22:15Z,2025-12-17T16:08:53Z
ant-design-pro,https://github.com/ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,TypeScript,37758,8229,2017-08-25T10:40:44Z,2025-12-17T16:04:22Z
lapce,https://github.com/lapce/lapce,Lightning-fast and Powerful Code Editor written in Rust,Rust,37744,1204,2018-02-06T08:41:06Z,2025-12-17T13:18:14Z
istio,https://github.com/istio/istio,"Connect, secure, control, and observe services.",Go,37708,8185,2016-11-18T23:57:21Z,2025-12-17T06:36:39Z
insomnia,https://github.com/Kong/insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",TypeScript,37678,2189,2016-04-23T03:54:26Z,2025-12-17T14:09:34Z
cobalt,https://github.com/imputnet/cobalt,best way to save what you love,Svelte,37620,3091,2022-07-08T18:12:55Z,2025-12-17T16:22:34Z
